"Nom","Description synopsis","Nom Saison","Titre Épisode","Description Épisode","Durée","Épisodes Inclus","Nom Fichier Image"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Stardust Crusaders","Les Stands","","1:37:27","","38_JoJo's Bizarre Adventure_Les Stands.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Stardust Crusaders","L'homme aux deux mains droites","","1:39:54","","38_JoJo's Bizarre Adventure_L_homme aux deux mains droites.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Stardust Crusaders","Enya","","2:18:23","","38_JoJo's Bizarre Adventure_Enya.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Stardust Crusaders","La lampe merveilleuse","","1:56:17","","38_JoJo's Bizarre Adventure_La lampe merveilleuse.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Stardust Crusaders","Iggy","","1:03:54","","38_JoJo's Bizarre Adventure_Iggy.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Stardust Crusaders","En route pour Le Caire","","2:15:51","","38_JoJo's Bizarre Adventure_En route pour Le Caire.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Stardust Crusaders","Une aiguille dans une botte de foin","","1:31:29","","38_JoJo's Bizarre Adventure_Une aiguille dans une botte de foin.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Stardust Crusaders","Le manoir de Dio","","1:30:36","","38_JoJo's Bizarre Adventure_Le manoir de Dio.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Stardust Crusaders","The World","","1:39:40","","38_JoJo's Bizarre Adventure_The World.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Diamond is Unbreakable","Josuke Higashikata","","1:39:53","","38_JoJo's Bizarre Adventure_Josuke Higashikata.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Diamond is Unbreakable","Red Hot Chili Pepper","","2:48:09","","38_JoJo's Bizarre Adventure_Red Hot Chili Pepper.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Diamond is Unbreakable","Visite chez un mangaka","","1:05:34","","38_JoJo's Bizarre Adventure_Visite chez un mangaka.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Diamond is Unbreakable","Le Meurtrier","","2:51:28","","38_JoJo's Bizarre Adventure_Le Meurtrier.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Diamond is Unbreakable","Atom Heart Father","","1:06:42","","38_JoJo's Bizarre Adventure_Atom Heart Father.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Diamond is Unbreakable","Jeudi 15 Juillet","","1:59:48","","38_JoJo's Bizarre Adventure_Jeudi 15 Juillet.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Diamond is Unbreakable","Bites The Dust","","2:07:40","","38_JoJo's Bizarre Adventure_Bites The Dust.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Golden Wind","Giorno Giovanna","","01:19:03","","38_JoJo's Bizarre Adventure_Giorno Giovanna.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Golden Wind","Héritage","","01:14:03","","38_JoJo's Bizarre Adventure_Héritage.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Golden Wind","Le gang des tueurs (partie 1)","","02:08:13","","38_JoJo's Bizarre Adventure_Le gang des tueurs _partie 1_.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Golden Wind","Le gang des tueurs (partie 2)","","01:54:50","","38_JoJo's Bizarre Adventure_Le gang des tueurs _partie 2_.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Golden Wind","Cap sur la Sardaigne","","01:44:23","","38_JoJo's Bizarre Adventure_Cap sur la Sardaigne.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Golden Wind","15 ans plus tôt","","00:57:17","","38_JoJo's Bizarre Adventure_15 ans plus tôt.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Golden Wind","Green Day et Oasis","","01:44:48","","38_JoJo's Bizarre Adventure_Green Day et Oasis.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Golden Wind","Requiem","","01:21:01","","38_JoJo's Bizarre Adventure_Requiem.webp"
"JoJo's Bizarre Adventure","Henshū - Cette longue série nous raconte le destin de la lignée Joestar.
Tout commence avec Jonathan Joestar, fils d'un aristocrate anglais, qui vit une existence bien ordinaire. Tout change lorsque Lord Joestar prend sous son aile Dio Brando, jeune homme égocentrique et vaniteux, dont le père vient de décéder. Une rivalité entre les deux garçon s'installe alors, et Dio décide de tout faire pour mettre Jonathan plus bas que terre et s'emparer de l'héritage de Lord Joestar.
La lutte entre les deux jeunes hommes atteint son paroxysme lorsque Dio enfile un mystérieux masque de pierre Aztèque le changeant en une créature sanguinaire et invincible. Pour Jonathan, il ne fait aucun doute qu'il doit se débarrasser de ce redoutable adversaire, et la bataille qui commence s'étendra jusqu'aux générations futures de la famille Joestar...","Golden Wind","Destin","","00:44:58","","38_JoJo's Bizarre Adventure_Destin.webp"
"Monster","Henshū - L'histoire se déroule en Allemagne, en 1986, à Düsseldorf. Kenzo Tenma, le personnage principal, est un jeune neurochirurgien très talentueux, destiné à une brillante carrière et fiancé à la fille du directeur de l'hôpital, Eva Heinman. Mais un jour il refuse de soigner le maire et préfère soigner un garçon blessé d'une balle dans la tête. Sa sœur jumelle est aussi internée dans l'hôpital car elle est très choquée. Leurs parents (adoptifs) ont été assassinés sauvagement. Le garçon s'en sort, mais le maire meurt, faute de soins. Tenma est alors rétrogradé par le directeur de l'hôpital et Eva le quitte. Peu de temps après, le garçon et sa sœur disparaissent.

Neuf ans plus tard alors que Tenma est sur le point de devenir le directeur d'hôpital, il est accusé de meurtre qui ont en fait été commis par Johann, ce garçon de 11 ans qu'il avait sauvé. Dès lors l'inspecteur Rünge, un homme de caractère et de confiance prend en charge l'enquête. Il poursuit Tenma sans relâche tandis que ce-dernier poursuit Johann ; car Tenma, qui se demande s'il n'a pas sauvé un ""Monstre"", sait que les meurtres sont ""l'œuvre"" de son ancien patient.","Avalokitesvara","Le Poids d'une Vie","Kenzo Tenma est un chirurgien japonais exilé en Allemagne afin d'exercer sa profession dans laquelle il excelle. Un jour, sa conscience le travail après avoir apprit la mort d'un immigré turque qu'il était censé opérer avant qu'on lui demande de s'occuper d'un chanteur d'opéra. Lorsqu'on lui demande de prendre en main l’opération du maire alors qu'il s'apprêtait à opérer un petit garçon sur le point de mourir, sa conscience prend le dessus...","2:26:10","1 - 7","39_Monster_Le Poids d_une Vie.webp"
"Monster","Henshū - L'histoire se déroule en Allemagne, en 1986, à Düsseldorf. Kenzo Tenma, le personnage principal, est un jeune neurochirurgien très talentueux, destiné à une brillante carrière et fiancé à la fille du directeur de l'hôpital, Eva Heinman. Mais un jour il refuse de soigner le maire et préfère soigner un garçon blessé d'une balle dans la tête. Sa sœur jumelle est aussi internée dans l'hôpital car elle est très choquée. Leurs parents (adoptifs) ont été assassinés sauvagement. Le garçon s'en sort, mais le maire meurt, faute de soins. Tenma est alors rétrogradé par le directeur de l'hôpital et Eva le quitte. Peu de temps après, le garçon et sa sœur disparaissent.

Neuf ans plus tard alors que Tenma est sur le point de devenir le directeur d'hôpital, il est accusé de meurtre qui ont en fait été commis par Johann, ce garçon de 11 ans qu'il avait sauvé. Dès lors l'inspecteur Rünge, un homme de caractère et de confiance prend en charge l'enquête. Il poursuit Tenma sans relâche tandis que ce-dernier poursuit Johann ; car Tenma, qui se demande s'il n'a pas sauvé un ""Monstre"", sait que les meurtres sont ""l'œuvre"" de son ancien patient.","Avalokitesvara","Kinderheim 511","Le docteur Tenma est de retour à l'hôpital. Au même moment, l'inspecteur continue son enquête sur le meurtre du château d'Heidelberg où il a trouvé une cravate. Il se rend chez l'ex-fiancée de Kenzo pour lui demander si elle sait à qui elle appartient...","1:36:58","8 - 12","39_Monster_Kinderheim 511.webp"
"Monster","Henshū - L'histoire se déroule en Allemagne, en 1986, à Düsseldorf. Kenzo Tenma, le personnage principal, est un jeune neurochirurgien très talentueux, destiné à une brillante carrière et fiancé à la fille du directeur de l'hôpital, Eva Heinman. Mais un jour il refuse de soigner le maire et préfère soigner un garçon blessé d'une balle dans la tête. Sa sœur jumelle est aussi internée dans l'hôpital car elle est très choquée. Leurs parents (adoptifs) ont été assassinés sauvagement. Le garçon s'en sort, mais le maire meurt, faute de soins. Tenma est alors rétrogradé par le directeur de l'hôpital et Eva le quitte. Peu de temps après, le garçon et sa sœur disparaissent.

Neuf ans plus tard alors que Tenma est sur le point de devenir le directeur d'hôpital, il est accusé de meurtre qui ont en fait été commis par Johann, ce garçon de 11 ans qu'il avait sauvé. Dès lors l'inspecteur Rünge, un homme de caractère et de confiance prend en charge l'enquête. Il poursuit Tenma sans relâche tandis que ce-dernier poursuit Johann ; car Tenma, qui se demande s'il n'a pas sauvé un ""Monstre"", sait que les meurtres sont ""l'œuvre"" de son ancien patient.","Avalokitesvara","Be My Baby","Enma et Dieter débarque dans un petit village. A peine arrivé que l’ancien chirurgien sauve un individu victime d’un accident. Le médecin de campagne, en apprenant la nouvelle, souhaite le rencontrer afin qu’il l’aide à rendre visite à ses patients dont une femme âgée gravement malade qui refuse d’ouvrir au médecin du village.","2:03:06","13 - 18","39_Monster_Be My Baby.webp"
"Monster","Henshū - L'histoire se déroule en Allemagne, en 1986, à Düsseldorf. Kenzo Tenma, le personnage principal, est un jeune neurochirurgien très talentueux, destiné à une brillante carrière et fiancé à la fille du directeur de l'hôpital, Eva Heinman. Mais un jour il refuse de soigner le maire et préfère soigner un garçon blessé d'une balle dans la tête. Sa sœur jumelle est aussi internée dans l'hôpital car elle est très choquée. Leurs parents (adoptifs) ont été assassinés sauvagement. Le garçon s'en sort, mais le maire meurt, faute de soins. Tenma est alors rétrogradé par le directeur de l'hôpital et Eva le quitte. Peu de temps après, le garçon et sa sœur disparaissent.

Neuf ans plus tard alors que Tenma est sur le point de devenir le directeur d'hôpital, il est accusé de meurtre qui ont en fait été commis par Johann, ce garçon de 11 ans qu'il avait sauvé. Dès lors l'inspecteur Rünge, un homme de caractère et de confiance prend en charge l'enquête. Il poursuit Tenma sans relâche tandis que ce-dernier poursuit Johann ; car Tenma, qui se demande s'il n'a pas sauvé un ""Monstre"", sait que les meurtres sont ""l'œuvre"" de son ancien patient.","Avalokitesvara","Retrouvailles","Tenma rend visite à un vieux camarade de l'université, Rudy. Celui-ci étudie le comportement des criminels. Tenma lui demande d'examiner les messages laissés par Johann mais celui-ci émet des doutes sur l'existence de ce Johan.","1:45:39","19 - 24","39_Monster_Retrouvailles.webp"
